CustomerCode,CountryName,QtyRequired,TotalArea,Amount,ITEM_NAME,QualityName,DesignName,ColorName,ShapeName,AreaFt,AreaMtr
JL,UK,25,1.35,649.75,DURRY,FLATWOVEN 60C,MODASA,BLUE/WHITE,REC,15,1.35
JL,UK,20,1.68,646.8,DURRY,FLATWOVEN 60C,MODASA,BLUE/WHITE,REC,18.2778,1.68
JL,UK,30,0.72,415.8,DURRY,FLATWOVEN 60C,MODASA,BLUE/WHITE,REC,8,0.72
JL,UK,5,4.08,392.7,DURRY,FLATWOVEN 60C,MODASA,BLUE/WHITE,REC,43.7361,4.08
JL,UK,20,4.08,2937.6,JACQUARD,JACQUARD VISCOSE 8PLY,JAC-81,TEAL,REC,43.7361,4.08
JL,UK,30,2.16,2332.8,JACQUARD,JACQUARD VISCOSE 8PLY,JAC-81,TEAL,REC,24,2.16
JL,UK,50,4.08,4080,HANDWOVEN,SHAGGY 60C,10028,WHITE/GREY,REC,43.7361,4.08
JL,UK,50,2.16,2160,HANDWOVEN,SHAGGY 60C,10028,WHITE/GREY,REC,24,2.16
JL,UK,10,4.08,816,HANDWOVEN,SHAGGY 60C,10028,WHITE/NAVY,REC,43.7361,4.08
JL,UK,70,4.08,12280.8,KNOTTED,KNOTTED 3/12 NZ+VISCOSE,10051 [ATLAS],IVORY,REC,43.7361,4.08
JL,UK,65,2.16,6037.2,KNOTTED,KNOTTED 3/12 NZ+VISCOSE,10051 [ATLAS],IVORY,REC,24,2.16
JL,UK,10,1.35,509.9,HANDWOVEN,SHAGGY 0C FELTED,PP-45,MULTI,REC,15,1.35
JL,UK,10,5.6,2072,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,TEAL,REC,60.3472,5.6
JL,UK,10,5.6,2072,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,SILVER,REC,60.3472,5.6
JL,UK,10,3.68,1361.6,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,SILVER,REC,39.8125,3.68
JL,UK,5,5.6,1036,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,OYESTER,REC,60.3472,5.6
JL,UK,10,2.16,799.2,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,SILVER,REC,24,2.16
JL,UK,10,1.35,499.5,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,SILVER,REC,15,1.35
JL,UK,5,2.16,399.6,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,PINK,REC,24,2.16
JL,UK,25,2.16,2025,HANDWOVEN,SHAGGY 00C FELTED V/V,TEXTURE LOOP,IVORY-JL,REC,24,2.16
JL,UK,10,4.08,1530,HANDWOVEN,SHAGGY 00C FELTED V/V,TEXTURE LOOP,IVORY-JL,REC,43.7361,4.08
JL,UK,5,5.6,1036,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,PINK,REC,60.3472,5.6
JL,UK,5,3.68,680.8,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,SILVER,REC,39.8125,3.68
JL,UK,5,2.16,399.6,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,SILVER,REC,24,2.16
JL,UK,5,2.16,399.6,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,PINK,REC,24,2.16
JL,UK,5,1.35,249.75,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,TEAL,REC,15,1.35
JL,UK,5,1.35,249.75,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,SILVER,REC,15,1.35
JL,UK,20,4.08,1632,HANDWOVEN,SHAGGY 60C,10028,WHITE/GREY,REC,43.7361,4.08
JL,UK,20,2.16,864,HANDWOVEN,SHAGGY 60C,10028,WHITE/GREY,REC,24,2.16
JL,UK,10,4.08,816,HANDWOVEN,SHAGGY 60C,10028,WHITE/NAVY,REC,43.7361,4.08
JL,UK,10,2.16,814.3,HANDWOVEN,SHAGGY 0C FELTED,PP-45,MULTI,REC,24,2.16
JL,UK,10,1.35,509,HANDWOVEN,SHAGGY 0C FELTED,PP-45,MULTI,REC,15,1.35
JL,UK,10,4.08,1754.4,KNOTTED,KNOTTED 3/12 NZ+VISCOSE,10051 [ATLAS],IVORY,REC,43.7361,4.08
JL,UK,10,2.16,928.8,KNOTTED,KNOTTED 3/12 NZ+VISCOSE,10051 [ATLAS],IVORY,REC,24,2.16
JL,UK,10,4.08,1530,HANDWOVEN,SHAGGY 00C FELTED V/V,TEXTURE LOOP,IVORY-JL,REC,43.7361,4.08
JL,UK,15,2.16,1215,HANDWOVEN,SHAGGY 00C FELTED V/V,TEXTURE LOOP,IVORY-JL,REC,24,2.16
JL,UK,10,2.16,777.6,JACQUARD,JACQUARD VISCOSE 8PLY,JAC-81,TEAL,REC,24,2.16
JL,UK,5,4.08,734.4,JACQUARD,JACQUARD VISCOSE 8PLY,JAC-81,TEAL,REC,43.7361,4.08
JL,UK,20,2.16,831.6,DURRY,FLATWOVEN 60C,MODASA,BLUE/WHITE,REC,24,2.16
JL,UK,25,1.35,649.75,DURRY,FLATWOVEN 60C,MODASA,BLUE/WHITE,REC,15,1.35
JL,UK,15,1.68,485.1,DURRY,FLATWOVEN 60C,MODASA,BLUE/WHITE,REC,18.2778,1.68
JL,UK,5,4.08,392.7,DURRY,FLATWOVEN 60C,MODASA,BLUE/WHITE,REC,43.7361,4.08
JL,UK,20,0.72,277.2,DURRY,FLATWOVEN 60C,MODASA,BLUE/WHITE,REC,8,0.72
JL,UK,20,2.16,1015.2,HAND TUFTED,TUFTED 60C+10C,CASMANDA,YELLOW,REC,24,2.16
JL,UK,10,4.08,958.8,HAND TUFTED,TUFTED 60C+10C,CASMANDA,YELLOW,REC,43.7361,4.08
JL,UK,10,2.16,426.6,DURRY,FLATWOVEN 60C 2PLY,JAC-5 [9670],ORANGE,REC,24,2.16
JL,UK,5,4.08,402.9,DURRY,FLATWOVEN 60C 2PLY,JAC-5 [9670],ORANGE,REC,43.7361,4.08
JL,UK,10,2.16,507.6,HAND TUFTED,TUFTED 60C+10C,CADIZ [9433],BLUE,REC,24,2.16
JL,UK,10,3.68,1361.6,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,OYESTER,REC,39.8125,3.68
JL,UK,5,5.6,1036,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,OYESTER,REC,60.3472,5.6
JL,UK,5,5.6,1036,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,TEAL,REC,60.3472,5.6
JL,UK,5,3.68,680.8,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,SILVER,REC,39.8125,3.68
JL,UK,5,3.68,680.8,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,TEAL,REC,39.8125,3.68
JL,UK,5,2.16,399.6,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,SILVER,REC,24,2.16
JL,UK,5,2.16,399.6,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,PINK,REC,24,2.16
JL,UK,5,1.35,249.75,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,SILVER,REC,15,1.35
JL,UK,5,1.35,249.75,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,PINK,REC,15,1.35
JL,UK,20,4.08,1632,HANDWOVEN,SHAGGY 60C,10028,WHITE/GREY,REC,43.7361,4.08
JL,UK,10,2.16,432,HANDWOVEN,SHAGGY 60C,10028,WHITE/NAVY,REC,24,2.16
JL,UK,5,4.08,408,HANDWOVEN,SHAGGY 60C,10028,WHITE/NAVY,REC,43.7361,4.08
JL,UK,5,2.16,216,HANDWOVEN,SHAGGY 60C,10028,WHITE/GREY,REC,24,2.16
JL,UK,5,1.68,168,HANDWOVEN,SHAGGY 60C,10028,WHITE/NAVY,REC,18.2778,1.68
JL,UK,5,6,1131,HANDWOVEN,SHAGGY 0C FELTED,PP-45,MULTI,REC,64.7361,6
JL,UK,10,2.16,814.3,HANDWOVEN,SHAGGY 0C FELTED,PP-45,MULTI,REC,24,2.16
JL,UK,5,1.35,254.5,HANDWOVEN,SHAGGY 0C FELTED,PP-45,MULTI,REC,15,1.35
JL,UK,10,4.08,1530,HANDWOVEN,SHAGGY 00C FELTED V/V,TEXTURE LOOP,IVORY-JL,REC,43.7361,4.08
JL,UK,5,4.08,765,HANDWOVEN,SHAGGY 00C FELTED V/V,TEXTURE LOOP,CHARCOAL,REC,43.7361,4.08
JL,UK,5,2.16,405,HANDWOVEN,SHAGGY 00C FELTED V/V,TEXTURE LOOP,CHARCOAL,REC,24,2.16
JL,UK,8,4.08,1403.52,KNOTTED,KNOTTED 3/12 NZ+VISCOSE,10051 [ATLAS],IVORY,REC,43.7361,4.08
JL,UK,15,2.16,1393.2,KNOTTED,KNOTTED 3/12 NZ+VISCOSE,10051 [ATLAS],IVORY,REC,24,2.16
JL,UK,10,2.16,777.6,JACQUARD,JACQUARD VISCOSE 8PLY,JAC-81,TEAL,REC,24,2.16
JL,UK,5,4.08,734.4,JACQUARD,JACQUARD VISCOSE 8PLY,JAC-81,TEAL,REC,43.7361,4.08
JL,UK,10,2.16,810,HANDWOVEN,SHAGGY 00C FELTED V/V,TEXTURE LOOP,IVORY-JL,REC,24,2.16
JL,UK,25,1.35,649.75,DURRY,FLATWOVEN 60C,MODASA,BLUE/WHITE,REC,15,1.35
JL,UK,15,2.16,623.7,DURRY,FLATWOVEN 60C,MODASA,BLUE/WHITE,REC,24,2.16
JL,UK,15,1.68,485.1,DURRY,FLATWOVEN 60C,MODASA,BLUE/WHITE,REC,18.2778,1.68
JL,UK,5,4.08,392.7,DURRY,FLATWOVEN 60C,MODASA,BLUE/WHITE,REC,43.7361,4.08
JL,UK,20,0.72,277.2,DURRY,FLATWOVEN 60C,MODASA,BLUE/WHITE,REC,8,0.72
JL,UK,20,2.16,1015.2,HAND TUFTED,TUFTED 60C+10C,CASMANDA,YELLOW,REC,24,2.16
JL,UK,5,4.08,479.4,HAND TUFTED,TUFTED 60C+10C,CASMANDA,YELLOW,REC,43.7361,4.08
JL,UK,15,2.16,761.4,HAND TUFTED,TUFTED 60C+10C,CADIZ [9433],BLUE,REC,24,2.16
JL,UK,10,4.08,805.8,DURRY,FLATWOVEN 60C 2PLY,JAC-5 [9670],ORANGE,REC,43.7361,4.08
JL,UK,12,2.16,511.92,DURRY,FLATWOVEN 60C 2PLY,JAC-5 [9670],ORANGE,REC,24,2.16
JL,UK,15,1.68,485.1,DURRY,FLATWOVEN 60C,MODASA,BLUE/WHITE,REC,18.2778,1.68
JL,UK,10,2.16,415.8,DURRY,FLATWOVEN 60C,MODASA,BLUE/WHITE,REC,24,2.16
JL,UK,5,4.08,392.7,DURRY,FLATWOVEN 60C,MODASA,BLUE/WHITE,REC,43.7361,4.08
JL,UK,20,0.72,277.2,DURRY,FLATWOVEN 60C,MODASA,BLUE/WHITE,REC,8,0.72
JL,UK,10,4.08,805.8,DURRY,FLATWOVEN 60C 2PLY,JAC-5 [9670],ORANGE,REC,43.7361,4.08
JL,UK,10,2.16,426.6,DURRY,FLATWOVEN 60C 2PLY,JAC-5 [9670],ORANGE,REC,24,2.16
JL,UK,15,2.16,761.4,HAND TUFTED,TUFTED 60C+10C,CADIZ [9433],BLUE,REC,24,2.16
JL,UK,10,3.68,1361.6,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,OYESTER,REC,39.8125,3.68
JL,UK,10,2.16,799.2,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,SILVER,REC,24,2.16
JL,UK,5,3.68,680.8,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,SILVER,REC,39.8125,3.68
JL,UK,5,1.35,249.75,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,TEAL,REC,15,1.35
JL,UK,5,1.35,249.75,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,SILVER,REC,15,1.35
JL,UK,10,2.16,814.3,HANDWOVEN,SHAGGY 0C FELTED,PP-45,MULTI,REC,24,2.16
JL,UK,5,1.35,254.5,HANDWOVEN,SHAGGY 0C FELTED,PP-45,MULTI,REC,15,1.35
JL,UK,8,4.08,1403.52,KNOTTED,KNOTTED 3/12 NZ+VISCOSE,10051 [ATLAS],IVORY,REC,43.7361,4.08
JL,UK,10,2.16,928.8,KNOTTED,KNOTTED 3/12 NZ+VISCOSE,10051 [ATLAS],IVORY,REC,24,2.16
JL,UK,5,4.08,734.4,JACQUARD,JACQUARD VISCOSE 8PLY,JAC-81,TEAL,REC,43.7361,4.08
P-5,USA,4,40,0,KNOTTED,KNOTTED 3/25 30C MS+30C HS,MASINISSA [TRIBAL],NATURAL G-1/G-2,REC,40,3.6
JL,UK,15,4.08,1224,HANDWOVEN,SHAGGY 60C,10028,WHITE/GREY,REC,43.7361,4.08
JL,UK,5,4.08,408,HANDWOVEN,SHAGGY 60C,10028,WHITE/NAVY,REC,43.7361,4.08
JL,UK,5,2.16,216,HANDWOVEN,SHAGGY 60C,10028,WHITE/GREY,REC,24,2.16
JL,UK,5,2.16,216,HANDWOVEN,SHAGGY 60C,10028,WHITE/NAVY,REC,24,2.16
JL,UK,5,1.68,168,HANDWOVEN,SHAGGY 60C,10028,WHITE/NAVY,REC,18.2778,1.68
JL,UK,30,2.16,1279.8,DURRY,FLATWOVEN 60C 2PLY,JAC-5 [9670],ORANGE,REC,24,2.16
JL,UK,5,4.08,402.9,DURRY,FLATWOVEN 60C 2PLY,JAC-5 [9670],ORANGE,REC,43.7361,4.08
A-9,USA,7,80,1260,DURRY,FLATWOVEN 60C+LUREX,L.SHAG [9586],NATURAL,REC,80,7.2
A-9,USA,4,140,1204,HANDWOVEN,SHAGGY 60C+100C JUTE,9716,MAUVE,REC,140,12.6
A-9,USA,3,180,1161,HANDWOVEN,SHAGGY 60C+100C JUTE,9716,MAUVE,REC,180,16.2
A-9,USA,2,140,602,HANDWOVEN,SHAGGY 60C+100C JUTE,9716,MAUVE,REC,140,12.6
A-9,USA,3,80,540,DURRY,FLATWOVEN 60C+LUREX,L.SHAG [9586],NATURAL,REC,80,7.2
A-9,USA,1,180,387,HANDWOVEN,SHAGGY 60C+100C JUTE,9716,MAUVE,REC,180,16.2
A-9,USA,7,40,602,HANDWOVEN,SHAGGY 60C+100C JUTE,9716,MAUVE,REC,40,3.6
A-9,USA,18,15,580.5,HANDWOVEN,SHAGGY 60C+100C JUTE,9716,MAUVE,REC,15,1.35
A-9,USA,11,22.5,532.18,HANDWOVEN,SHAGGY 60C+100C JUTE,9716,MAUVE,REC,22.5,2.025
A-9,USA,3,6,38.7,HANDWOVEN,SHAGGY 60C+100C JUTE,9716,MAUVE,REC,6,0.54
A-9,USA,14,40,1260,DURRY,FLATWOVEN 60C+LUREX,L.SHAG [9586],NATURAL,REC,40,3.6
A-9,USA,7,40,1008,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,9952,LILAC,REC,40,3.6
A-9,USA,14,15,756,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,9952,LILAC,REC,15,1.35
A-9,USA,21,6,453.6,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,9952,LILAC,REC,6,0.54
A-9,USA,11,15,371.25,DURRY,FLATWOVEN 60C+LUREX,L.SHAG [9586],NATURAL,REC,15,1.35
A-9,USA,6,40,540,DURRY,FLATWOVEN 60C+LUREX,L.SHAG [9586],NATURAL,REC,40,3.6
A-9,USA,3,40,432,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,9952,LILAC,REC,40,3.6
A-9,USA,6,15,324,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,9952,LILAC,REC,15,1.35
A-9,USA,9,6,194.4,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,9952,LILAC,REC,6,0.54
A-9,USA,4,15,135,DURRY,FLATWOVEN 60C+LUREX,L.SHAG [9586],NATURAL,REC,15,1.35
A-9,USA,2,180,1296,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,9952,LILAC,REC,180,16.2
A-9,USA,15,40,1140,HAND TUFTED,TUFTED 60C 0 PILE,BEA RUG,APRICOT,REC,40,3.6
A-9,USA,24,15,684,HAND TUFTED,TUFTED 60C 0 PILE,BEA RUG,APRICOT,REC,15,1.35
A-9,USA,24,6,273.6,HAND TUFTED,TUFTED 60C 0 PILE,BEA RUG,APRICOT,REC,6,0.54
A-9,USA,35,40,2660,HAND TUFTED,TUFTED 60C 0 PILE,BEA RUG,APRICOT,REC,40,3.6
A-9,USA,56,15,1596,HAND TUFTED,TUFTED 60C 0 PILE,BEA RUG,APRICOT,REC,15,1.35
A-9,USA,56,6,638.4,HAND TUFTED,TUFTED 60C 0 PILE,BEA RUG,APRICOT,REC,6,0.54
A-9,USA,13,40,2080,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,9936,NAVY,REC,40,3.6
A-9,USA,24,15,1440,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,9936,NAVY,REC,15,1.35
A-9,USA,28,6,672,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,9936,NAVY,REC,6,0.54
A-9,USA,32,40,5120,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,9936,NAVY,REC,40,3.6
A-9,USA,56,15,3360,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,9936,NAVY,REC,15,1.35
A-9,USA,67,6,1608,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,9936,NAVY,REC,6,0.54
A-9,USA,10,80,3200,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,9936,NAVY,REC,80,7.2
A-9,USA,4,108,1728,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,9936,NAVY,REC,108,9.72
M-1,USA,25,1.5,0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,SCALLOP,W.WHITE,REC,1.5,0.135
M-1,USA,25,1.5,0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,SCALLOP,PETAL,REC,1.5,0.135
M-1,USA,25,1.5,0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,AMARI TRELLIS,GREY/IVORY,REC,1.5,0.135
M-1,USA,25,1.5,0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,AMARI TRELLIS,WHITE/IVORY,REC,1.5,0.135
M-1,USA,25,1.5,0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,ALIYA TRELLIS,DOVE,REC,1.5,0.135
M-1,USA,25,1.5,0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,ALIYA TRELLIS,W.WHITE,REC,1.5,0.135
M-1,USA,25,1.5,0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,FLEUR TRELLIS,DOVE,REC,1.5,0.135
M-1,USA,25,1.5,0,GUN TUFTED,GUN TUFTED 60C ALL LOOP,DORSET TRELLIS,DOVE,REC,1.5,0.135
M-1,USA,25,1.5,0,HANDLOOM,HANDLOOM 60C+VISC 2/16 5PLY,SHEA SHADOW STRIPE,DOVE,REC,1.5,0.135
M-1,USA,25,1.5,0,HANDLOOM,HANDLOOM 60C+VISC 2/16 5PLY,SHEA SHADOW STRIPE,PETAL,REC,1.5,0.135
M-1,USA,50,1.5,0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,AMARI TRELLIS,PETAL/IVORY,REC,1.5,0.135
M-1,USA,25,1.5,0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,AMARI TRELLIS,TAUPE/IVORY,REC,1.5,0.135
M-1,USA,25,1.5,0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,AVILA,GREY/IVORY,REC,1.5,0.135
M-1,USA,14,1.5,0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,AMARI TRELLIS,DUSTY ROSE,REC,1.5,0.135
M-1,USA,2,140,0,KNOTTED,KNOTTED 3/25 30C HS,MOROCCAN ZIGZAG,GREY,REC,140,12.6
M-1,USA,75,1.5,0,HANDLOOM,HANDLOOM 60C+VISC 2/16 5PLY,SHEA SHADOW STRIPE,PETAL,REC,1.5,0.135
M-1,USA,75,1.5,0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,FLEUR TRELLIS,PETAL,REC,1.5,0.135
T-2,ITALY,5,4.08,1035.3,HANDWOVEN,SHAGGY 30C,VEUIL TAPPETO,100 MULTI,REC,43.7361,4.08
T-2,ITALY,5,1,355.25,HAND TUFTED,TUFTED 60C,RESENDE [9054],100 MULTI,ROUND,10.5625,1
P-5,USA,3,24,0,KNOTTED,KNOTTED 3/25 30C MS+30C HS,MASINISSA [TRIBAL],NATURAL G-1/G-2,REC,24,2.16
P-5,USA,3,54,0,KNOTTED,KNOTTED 3/25 30C MS+30C HS,MASINISSA [TRIBAL],NATURAL G-1/G-2,REC,54,4.86
P-5,USA,1,64,0,KNOTTED,KNOTTED 3/25 30C MS+30C HS,CITRA [TIKKI],G-1/GRAPHITE,ROUND,64,5.76
PD,BELGIUM,1,8.58,429,HANDWOVEN,SHAGGY 00C FELTED V/V,TEXTURE LOOP,GREY,REC,92.0833,8.58
JL,UK,10,4.08,1530,HANDWOVEN,SHAGGY 00C FELTED V/V,TEXTURE LOOP,IVORY-JL,REC,43.7361,4.08
JL,UK,10,2.16,810,HANDWOVEN,SHAGGY 00C FELTED V/V,TEXTURE LOOP,IVORY-JL,REC,24,2.16
P-5,USA,22,80,6160,DOUBLE BACK,D.B. 60C 2PLY+LEFA VISCOSE,HOMER,AZURE/WHITE,REC,80,7.2
P-5,USA,12,140,5880,DOUBLE BACK,D.B. 60C 2PLY+LEFA VISCOSE,HOMER,AZURE/WHITE,REC,140,12.6
P-5,USA,20,20,1400,DOUBLE BACK,D.B. 60C 2PLY+LEFA VISCOSE,HOMER,AZURE/WHITE,REC,20,1.8
P-5,USA,100,3,1050,DOUBLE BACK,D.B. 60C 2PLY+LEFA VISCOSE,HOMER,AZURE/WHITE,REC,3,0.27
P-5,USA,3,6,63,DOUBLE BACK,D.B. 60C 2PLY+LEFA VISCOSE,HOMER,AZURE/WHITE,REC,6,0.54
T-2,ITALY,10,6,3240,HANDLOOM,HANDLOOM 60C+VISC 2/16 5PLY,ROCK FORD [9088],156 ROSSO  MULTI,REC,64.7361,6
T-2,ITALY,5,6,2340,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,CHEVRON,4030,REC,64.7361,6
T-2,ITALY,5,3.24,1221.5,HAND TUFTED,TUFTED 60C,VIGEVANO TAPPETO,100 MULTI,ROUND,36,3.24
T-2,ITALY,10,1.2,980,HAND TUFTED,TUFTED 60C SEMI WORSTED,OLINDINA [8769],156 ROSSO  MULTI,REC,13.3333,1.2
T-2,ITALY,5,0.81,328.9,HAND TUFTED,TUFTED 60C SEMI WORSTED,OROS [8761],156 ROSSO  MULTI,ROUND,9,0.81
A-11,USA,2,0.36,2,HANDLOOM,HANDLOOM TENCIL VISC/2-20/6PLY,PLAIN,BEIGE/15-1116,REC,4,0.36
A-11,USA,2,0.36,2,HANDLOOM,HANDLOOM TENCIL VISC/2-20/6PLY,PLAIN,DK GREY/19-0000,REC,4,0.36
A-11,USA,2,0.36,2,HANDLOOM,HANDLOOM TENCIL VISC/2-20/6PLY,PLAIN,LT TURQUOISE/15-4706,REC,4,0.36
A-11,USA,2,0.36,2,HANDLOOM,HANDLOOM TENCIL VISC/2-20/6PLY,PLAIN,MID GREY/18-5204,REC,4,0.36
A-11,USA,2,0.36,2,HANDLOOM,HANDLOOM TENCIL VISC/2-20/6PLY,PLAIN,OLIVE GREEN/18-0825,REC,4,0.36
C-1,USA,1,56.25,356.0625,HAND TUFTED,TUFTED 60C SEMI WORSTED,MARTHAS [749],BURGANDY/BURGANDY,SQUARE,56.25,5.1984
C-1,USA,1,16,60.48,HAND TUFTED,TUFTED 60C,VELVET [8392],BLACK/BEIGE,ROUND,16,1.44
C-1,USA,1,10,37.8,HAND TUFTED,TUFTED 60C,VELVET [8392],BLACK/BEIGE,REC,10,0.912
C-1,USA,1,60,336,KNOTTED,KNOTTED 3/25 30C MS,KASBAH NOMAD,CREAM,REC,60,5.5419
C-1,USA,8,88,2816,KNOTTED,KNOTTED 3/25 30C MS+30C HS,KASBAH STAR,G-1/G-2,REC,88,7.92
C-1,USA,3,88,1092.96,HANDWOVEN,SHAGGY 0C FELTED,FNR-5,MULTI,REC,88,7.92
C-1,USA,6,40,960,KNOTTED,KNOTTED 3/25 30C MS+30C HS,KASBAH STAR,G-1/G-2,REC,40,3.6
C-1,USA,3,63,756,KNOTTED,KNOTTED 3/25 30C MS+30C HS,KASBAH STAR,G-1/G-2,REC,63,5.67
C-1,USA,2,88,728.64,HANDWOVEN,SHAGGY 0C FELTED,45 MULTI,MULTI,REC,88,7.92
C-1,USA,4,40,662.4,HANDWOVEN,SHAGGY 0C FELTED,45 MULTI,MULTI,REC,40,3.6
C-1,USA,3,40,496.8,HANDWOVEN,SHAGGY 0C FELTED,FNR-5,MULTI,REC,40,3.6
C-1,USA,5,15,300,KNOTTED,KNOTTED 3/25 30C MS+30C HS,KASBAH STAR,G-1/G-2,REC,15,1.35
C-1,USA,4,88,932.8,HAND TUFTED,TUFTED 60C,REGAL [7681],IVORY/BLUE,REC,88,7.92
C-1,USA,5,63,834.75,HAND TUFTED,TUFTED 60C,REGAL [D-10252],BROWN/RED,REC,63,5.67
C-1,USA,2,133,704.9,HAND TUFTED,TUFTED 60C,REGAL [D-10252],BROWN/RED,REC,133,11.97
C-1,USA,3,88,699.6,HAND TUFTED,TUFTED 60C,TIMBER [D-11044],RUST,REC,88,7.92
C-1,USA,3,88,699.6,HAND TUFTED,TUFTED 60C,REGAL [10821],BLACK/BURGANDY,REC,88,7.92
C-1,USA,4,63,667.8,HAND TUFTED,TUFTED 60C,TIMBER [D-11044],RUST,REC,63,5.67
C-1,USA,3,63,500.85,HAND TUFTED,TUFTED 60C,REGAL [7681],IVORY/BLUE,REC,63,5.67
C-1,USA,3,63,500.85,HAND TUFTED,TUFTED 60C,GREAT PLAIN [9681],MULTI,REC,63,5.67
C-1,USA,2,63,333.9,HAND TUFTED,TUFTED 60C,REGAL [10821],BLACK/BURGANDY,REC,63,5.67
C-1,USA,3,40,318,HAND TUFTED,TUFTED 60C,GREAT PLAIN [9681],MULTI,REC,40,3.6
C-1,USA,6,15,238.5,HAND TUFTED,TUFTED 60C,TIMBER [D-11044],RUST,REC,15,1.35
C-1,USA,5,15,198.75,HAND TUFTED,TUFTED 60C,GREAT PLAIN [9681],MULTI,REC,15,1.35
C-1,USA,2,20.25,107.325,HAND TUFTED,TUFTED 60C,REGAL [7681],IVORY/BLUE,REC,20.25,1.836
C-1,USA,4,6,63.6,HAND TUFTED,TUFTED 60C,REGAL [7681],IVORY/BLUE,REC,6,0.54
RC,AUSTRALIA,1,62.5417,0,HAND TUFTED,TUFTED VISCOSE 2/16 5PLY,BOMBAY PRINT [9226],BLACK/PINK,REC,62.5417,5.8
RC,AUSTRALIA,5,93.2361,0,HAND TUFTED,TUFTED VISCOSE 2/16 5PLY,BOMBAY PRINT [9226],BLACK/PINK,REC,93.2361,8.75
C-1,USA,6,108,1347.84,HAND TUFTED,TUFTED 60C,ELOQ GARDEN [8517],BLUE/IVORY,REC,108,9.72
